S_No,Company_name,Website,Sector,Country,Source,Updated_at,Active,No_of_employees
382,Dealpad Limited,https://www.dealpad.io,Content,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
383,Deben TMS,https://deben.io,"Banking & Exchange, CloudTech, FinTech",Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
384,"Decade, Inc",,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
385,Decube Data Pte. Ltd.,https://www.decube.io,Data & Analytics,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
386,Deep Infra Inc.,,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
387,"DeepSparks Co., Ltd.",https://www.deepsparks.ai,AI/Machine Learning,Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
388,"Ginzamarkets, Inc.",https://www.demandsphere.com,"AI/Machine Learning, Data & Analytics",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
389,Dentacarts Ltd,https://dentacarts.com,"Health Tech, Healthcare, B2B Marketplaces",Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
390,Correo Solucion S.A.P.I. de C.V.,https://www.deporprive.mx,Ecommerce,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
391,Desaisiv Inc.,https://desaisiv.com,InsurTech,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
392,Descomplica Ltd,https://descomplica.com.br,Education,Brazil,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
393,DESERT FARMS INC.,https://desertfarms.com,Consumer,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
394,Detoure Inc,https://detoure.co,"Ecommerce, Fashion, Marketplace, Creator Economy",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
395,PACKWORKS COMPANY LIMITED,https://dezpax.com,Supply Chain,Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
396,Diagnovet Inc.,,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
397,"Dabee Brazil, Ltda.",https://dabee.com.br,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
398,Digital Media Nusantara Sdn. Bhd.,https://digitalmedianusantara.com,"Data & Analytics, FinTech",Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
399,"Digital Mortar, Inc.",https://digitalmortar.com,"Data & Analytics, Supply Chain",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
400,"Hakuna Services, Inc",https://getdimension.com,Climate Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
401,"Dinari, Inc.",https://www.dinari.com,"Crypto, FinTech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
402,Bryng.me Pte. Ltd.,https://www.dishdash.co,Mobility,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
403,"Disrupt Technology Venture Co.,Ltd.",https://www.disruptignite.com,HR Tech,Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
404,Creator's Collective Inc.,https://www.divestudios.io,Social Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
405,"DK Finechemical Co., Ltd.",https://www.dkfinechem.com,"Manufacturing, Big Data",South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
406,Docs Colombia AB,https://www.doc-doc.com,Health Tech,Colombia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
407,DocDoc Pte Ltd.,https://www.docdoc.com,InsurTech,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
408,"Docket Technologies, Inc.",https://www.getdocket.com,Legal,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
409,DOOS HOLDING LTD,https://www.doos.sa/,Consumer,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
410,Dora LLC,https://holadora.co,"FinTech, InsurTech, PropTech",Colombia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
411,Lexoo Limited,https://info.lexoo.com,AI/Machine Learning,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
412,Drahim Holdings,https://drahim.sa,FinTech,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
413,Dream Labs Inc.,,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
414,Drivemate Company Limited,https://www.drivemate.asia,Mobility,Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
415,"Drivio, Inc.",https://finenyc.com,Government,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
416,Drover Inc.,https://drover.ai,Automotive,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
417,Drinki Limited,https://dusk.app,Entertainment / Media,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
418,ChaseFuture International Limited,https://www.dyad.com,Education,China,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
419,"Earthgen Technology Co., Ltd.",https://www.earthgen.com.tw,"AgTech, Aviation",Taiwan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
420,"East Meet East, Inc.",https://emehive.co,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
421,Easyship Investment (BVI) Limited,https://www.easyship.com,Supply Chain,China,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
422,Easysize ApS,https://www.easysize.me,Fashion,Denmark,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
423,Eat Holdings Ltd.,https://eatapp.co,Content,Bahrain,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
424,PT Kuliner Poll Indonesia,https://eatsii.com,Infrastructure,Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
425,Eaze Solutions LLC,https://www.eaze.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
426,Ecobites Pte. Ltd.,https://www.rec-rec.vn,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
427,EcoCart Sciences Inc.,https://ecocart.io,Climate Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
428,Eco Gear,https://www.ecogear.co.kr/,AgTech,South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
429,"EcomExperts, Inc.",https://ecomexperts.com,Ecommerce,Argentina,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
430,E-Cross Saas Holdings Limited,https://www.e-cross.tech/,,CAYMAN ISLANDS,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
431,Edfa3ly LLC,https://www.edfa3ly.com,"Ecommerce, Logistics",Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
432,"EdfaPay, Inc.",https://edfapay.com,Payments,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
433,Distinctive Education Advisor Sdn Bhd,https://eduadvisor.my,Education,Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
434,EDUFI PTE. LTD,https://www.edufi.tech,,SINGAPORE,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
435,Edukita Pte Ltd,https://www.edukita.com,"Education, Subscription, Consumer",Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
436,Efex Inc.,https://efexpay.com,FinTech,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
437,Effa Corporation,https://www.effa.one,"BioTech & Life Sciences, Sustainability, Utilities (energy, water, waste)",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
438,"Remnant Robotics, Inc.",https://efference.ai,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
439,"Efflux Systems, Inc.",https://effluxsystems.com,Cybersecurity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
440,eFishery Pte Ltd,https://efishery.com,"AgTech, IoT, Deep Tech",Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
441,Efreshli LTD,https://efreshli.com,Housing,Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
442,Egab Holdings Limited,https://egab.co,Social Media,Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
443,"Eino, Inc.",https://www.eino.ai,"AI/Machine Learning, IoT, Deep Tech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
444,Ejari Property Technologies Holdings Limited,https://ejari.sa,"FinTech, PropTech",Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
445,Ejen2u International Sdn Bhd,https://ejen2u.com,"Enterprise, SME Solution, Creator Economy",Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
446,PT Ekomoditi Solutions Indonesia,https://ekomoditi.id,AgTech,Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
447,Eksab Corporation,https://eksab.com,Gaming,Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
448,"ELBO AI, INC",https://www.puppetry.com,"AI/Machine Learning, SaaS",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
449,"ElCoach, Inc.",https://elcoach.me,"AI/Machine Learning, Health Tech",Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
450,Element AI Inc,https://www.elementai.com,Productivity,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
451,ElePhint Inc.,https://www.elephint.ai,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
452,EAS Innovations Inc.,https://www.elev8autosolutions.com,"Automotive, FinTech, SaaS",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
453,Elevarm Technologies Pte Ltd,https://elevarm.com,"AgTech, Impact, Social Impact",Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
454,"The Mind Company Group, Inc.",https://elevateapp.com,Education,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
455,"ELKROOM CO., LTD.",https://elkroom.com,Gaming,Taiwan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
456,Elmawkaa Inc.,https://elmawkaa.com,Construction,Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
457,"ElMetr, Inc.",https://elmetr.com,Legal,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
458,"ELORIAN AI, INC.",,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
459,Ematic Solutions Pte. Ltd,https://www.ematicsolutions.com,Content,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
460,Embedded LLM Pte. Ltd.,,,SINGAPORE,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
461,"Embroker, Inc.",https://www.embroker.com,InsurTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
462,"EMERGENCES AI, INC.",https://emergences.ai,Education,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
463,FasTest Neuro Solutions Inc.,https://emonomy.xyz,"AI/Machine Learning, AdTech",Armenia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
464,EMQ Inc.,https://emq.com,FinTech,Hong Kong,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
465,EMTECH SOLUTIONS INC.,https://emtech.com,FinTech,Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
466,Emtethal Inc.,https://emtethal.com,"AI/Machine Learning, Food, Retail, Agnostic (all)",CAYMAN ISLANDS,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
467,Endeavor Catalyst I LP,https://endeavor.org,Agnostic (all),UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
468,Zayment Holdings Limited,https://endl.io,,UNITED ARAB EMIRATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
469,Endless Studios LLC,https://www.endlessstudios.com,Gaming,United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
470,EnerGaia Pte. Ltd.,https://energaia.com,Social Media,Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
471,engageSPARK Limited,https://www.engagespark.com,Developer Tools,Philippines,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
472,Englease Technologies SPV Ltd,https://englease.com,Education,United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
473,Enhance Holdings Ltd,https://www.enhance.online,"Ecommerce, Logistics, Supply Chain",United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
474,Nuren Group Limited,https://www.enlinea.asia,FemTech (women's health),Australia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
475,"Enter, Inc.",https://www.enter.health,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
476,"Enuma, Inc.",https://enuma.com,Education,South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
477,Enya Technologies Pte. Ltd.,https://www.enya.my,CPG (Consumer packaged goods),Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
478,Eonpass Inc,https://eonpass.com,Logistics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
479,Epoint Inc.,https://epoint.az,"FinTech, Payments, SaaS",Azerbaijan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
480,Equipboard Inc.,https://equipboard.com,Ecommerce,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
481,EQUIPTAL HOLDING LTD,https://equiptal.net,,UNITED ARAB EMIRATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
482,"EquityZen, Inc.",https://equityzen.com,Real Estate,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
483,ERAD TECHNOLOGY HOLDING,https://www.erad.co,,CAYMAN ISLANDS,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
484,Esar Inc.,https://www.esarcar.com,Mobility,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
485,Escavox Pty Ltd,https://www.escavox.com,Data & Analytics,Australia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
486,Esports Pte. Ltd.,https://espl.co,"Gaming, Entertainment / Media",Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
487,"EST Media Holdings, Inc.",https://www.estmedia.com/,Creative Industry,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
488,"Ethic, Inc.",https://www.ethic.com,Real Estate,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
489,"Voice Eval Systems, Inc.",,AI/Machine Learning,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
490,EventXtra Limited,https://www.eventx.io,Entertainment / Media,Hong Kong,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
491,"Usermuse, Inc",https://www.evermuse.com,"AI/Machine Learning, Productivity",UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
492,EverySim Inc.,https://everysim.io/en,SaaS,South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
493,EvolveApp INC.,https://evolveplatform.ai,Education,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
494,Evreka Yazılım Donanım Danışmanlık Eğitim San. Tic. A.Ş.,https://evreka.co,"Climate Tech, Government",Turkey,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
495,Paidy Inc.,https://paidy.com,Payments,Cayman Islands,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
496,Expansive Realty S.A.P.I. de C.V.,https://expansive.mx,PropTech,Peru,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
497,Eyewa Limited,https://eyewa.com,Fashion,United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
498,"EZ Farming, Inc.",https://ez-farming.com,AgTech,Nigeria,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
499,"FabFitFun, Inc.",https://www.fabfitfun.com,Fashion,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
500,Faception Ltd.,https://www.faception.com,Government,Israel,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
501,Factory Licensing GmbH,https://www.factoryberlin.com,,GERMANY,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
502,"Facturama, Inc.",https://facturama.mx,FinTech,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
503,FAI & GLOBAL SOLUTIONS HOLDING LIMITED,https://fai.sa/en/,FinTech,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
504,Fairbanc Pte Ltd,https://fairbanc.app,"Credit & Lending, Consumer",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
505,"Faqtor, Inc.",https://www.faqtor.io,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
506,FarMart Service Private Limited,https://www.farmart.co,"AgTech, Food",India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
507,FashionLab Nordic Inc.,https://fashionlab.tech,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
508,Favstay Pte. Ltd.,https://www.favstay.com,Travel & Tourism,Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
509,Fawaterak,https://fawaterk.com,"FinTech, Payments, SaaS",Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
510,Fazla Gıda Anonim Şirketi,https://www.fazlagida.com,Supply Chain,Turkey,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
511,FEESABLE TECHNOLOGIES PTE. LTD.,https://feesable.ai,,SINGAPORE,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
512,FerroByte Co.,,Hardware,South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
513,Fidel Limited,https://fidelapi.com,Payments,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
514,CULINARY ARTS TECH LTD,https://www.fifoplus.com,Consumer,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
515,Hykso Inc.,https://joinfightcamp.com,"Health Tech, Wellness",Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
516,Filmgrail AS,https://www.filmgrail.com,Entertainment / Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
517,PT Avatar Nusa Antara,https://filmorebody.com,HR Tech,Australia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
518,Kredivo Holdings Ltd,https://finaccel.co,"Credit & Lending, Consumer",Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
519,"Backoffice.co, Inc",https://finally.com,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
520,"Finda, Inc.",https://www.finda.co.kr,FinTech,South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
521,"FineDine Menu, Inc",https://www.finedinemenu.com,"Productivity, Infrastructure",Turkey,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
522,Finflx Holding Limited,https://finflx.com,FinTech,United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
523,Finku Technologies Pte. Ltd.,https://www.finku.id,Consumer,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
524,"Finnomena Co., Ltd.",https://www.finnomena.com,"FinTech, Real Estate",Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
525,Finomial Corporation,https://finomial.com,"Content, FinTech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
526,Fintesa Inc.,https://fintesa.co,"FinTech, SaaS",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
527,"Fintor, Inc.",https://fintor.com,"FinTech, Real Estate",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
528,Ozzy Media Inc.,https://www.fireflyon.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
529,FireVisor Systems Pte. Ltd.,https://www.firevisor.com,Manufacturing,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
530,Firnas Aero Inc.,https://firnas.aero,"AI/Machine Learning, Aviation, Hardware",Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
531,first build AI PTE. LTD,,,SINGAPORE,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
532,Carabao Capital Global Pte Ltd,https://www.firstcircle.ph,Credit & Lending,Philippines,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
533,"FJ Global, Inc.",https://firstjob.me,HR Tech,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
534,First Longevity Ltd,,,UNITED KINGDOM,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
535,Firstory Ltd.,https://firstory.me,"AI/Machine Learning, Entertainment / Media",Taiwan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
536,CUERPOWER SAPI DE CV,https://fitbody.mx,Ecommerce,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
537,"Fitco, Inc.",https://fitcolatam.com,Wellness,Peru,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
538,"FitzyTV, Inc.",https://www.fitzytv.com,"Entertainment / Media, Social Media",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
539,FIVE JACK Co. Ltd,https://fivejack.com,Gaming,South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
540,Flat Holdings Limited,https://www.clau.com,PropTech,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
541,Fleak Tech Inc.,,AI/Machine Learning,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
542,"FleetPanda, Inc.",https://www.fleetpanda.com,SaaS,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
543,"FLEX FINANCIAL TECHNOLOGIES, INC.",https://flexfinance.ai,"FinTech, Payments, Mobile",Nigeria,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
544,"AUTOMATE MEDICAL, INC.",https://www.flexpa.com,Health Tech,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
545,Shortcut Labs AB,https://flic.io,IoT,Sweden,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
546,"FlightFox, Inc.",https://flightfox.com,Travel & Tourism,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
547,Floom Ltd.,https://www.floom.com,"Marketplace, Consumer",United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
548,FlowAccount Co. Ltd.,https://flowaccount.com,"FinTech, HR Tech",Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
549,Floward For Plants & Flowers Co,https://floward.com,"Ecommerce, Consumer",Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
550,Tamadé Inc,https://www.flowly.world,Productivity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
551,Fluent.ai Inc.,https://fluent.ai,Developer Tools,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
552,"Lansdowne Technologies, Inc.",https://flycrates.com,Supply Chain,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
553,"Teleport Enterprises, Inc.",https://www.flye.co,Data & Analytics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
554,"Focus At Will Labs, Inc.",https://www.focusatwill.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
555,"Focused Space, Inc.",https://www.focused.space,"AI/Machine Learning, Wellness, HR Tech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
